@RELATION E:\presentation\ThesisData-master\ThesisData-master\models\0.9_0.6_0.06_0.02\svm
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {tremoulo1,tremoulo2,kalopismos,2xordes,sigxordia}

@DATA
0.045685,0.014638,3.273560,0.097464,0.148646,0.159064,0.001294,0.064379,-26.364878,1.432179,-1.817331,-0.447034,-0.625809,-0.006888,-0.033011,-0.081604,-0.425239,0.251369,0.176864,-0.160277,0.079091,0.000580,0.000740,0.001598,0.072752,0.007461,0.009198,0.002439,0.011193,0.008011,0.001386,0.065804,0.005851,0.028270,0.009293,0.016644,0.054060,0.016644,0.024614,0.078738,0.000878,0.015508,1.635846,0.457799,0.307080,0.256078,0.245211,0.317724,0.265088,0.235253,0.247683,0.237902,0.157892,0.195064,0.169989,0.000324,0.000440,0.000961,0.027819,0.013704,0.008031,0.003947,0.006041,0.014724,0.001792,0.029650,0.004522,0.004879,sigxordia
0.035954,0.008051,3.261874,0.093758,0.159541,0.111999,0.000982,0.049304,-26.418840,2.533296,-1.008422,0.143292,-0.314791,0.124290,0.275859,0.041495,-0.555728,-0.147656,-0.029827,-0.149023,-0.323700,0.033265,0.037182,0.001622,0.007947,0.003193,0.067073,0.007867,0.012213,0.015094,0.025123,0.017265,0.000730,0.021451,0.004458,0.005885,0.034195,0.018787,0.025602,0.041591,0.000411,0.005458,0.825583,0.270706,0.214187,0.155492,0.169074,0.153470,0.189955,0.147208,0.203505,0.148090,0.160443,0.157930,0.148484,0.010339,0.012326,0.000931,0.006534,0.003000,0.010030,0.006765,0.008648,0.008003,0.006329,0.003134,0.000309,0.001719,sigxordia
0.034786,0.011740,3.253105,0.084948,0.143827,0.122781,0.000953,0.050667,-25.420802,2.666796,-0.883789,0.002113,-0.398602,-0.157273,0.222966,-0.213352,-0.620971,0.035297,-0.032676,-0.259408,-0.382605,0.028539,0.036106,0.002167,0.010235,0.005271,0.071510,0.011012,0.008289,0.013512,0.021934,0.018643,0.003649,0.025524,0.005101,0.008884,0.043817,0.016922,0.023717,0.050270,0.000514,0.006222,0.855769,0.268900,0.218632,0.149766,0.181752,0.182629,0.309667,0.182901,0.238530,0.194142,0.158645,0.160209,0.141767,0.015360,0.018952,0.001499,0.009913,0.008475,0.047410,0.006211,0.005628,0.009505,0.010682,0.007401,0.001946,0.007512,sigxordia
0.039336,0.011238,3.273029,0.095402,0.154062,0.171901,0.001020,0.055378,-26.148066,2.292378,-0.873358,0.167910,-0.235163,0.038588,0.298125,-0.012623,-0.791503,-0.261168,-0.014752,-0.169627,-0.147687,0.031987,0.024422,0.001815,0.006333,0.003969,0.090606,0.013807,0.006757,0.007191,0.018137,0.010960,0.000507,0.026966,0.007788,0.007433,0.040301,0.019093,0.025100,0.087878,0.000594,0.013103,0.845857,0.301321,0.256209,0.189890,0.203033,0.232428,0.218653,0.229962,0.232854,0.180543,0.161714,0.163505,0.158182,0.016392,0.007117,0.001051,0.005309,0.003989,0.031273,0.013006,0.004677,0.004436,0.009174,0.003873,0.000266,0.006173,sigxordia
0.050647,0.027661,3.243929,0.105129,0.146429,0.322261,0.001004,0.059684,-23.315770,1.823738,-0.056640,0.228225,-0.101281,-0.442868,0.506437,0.119812,-1.000594,-0.079073,0.210438,-0.608735,-0.290733,0.010628,0.061849,0.001707,0.015144,0.003299,0.020949,0.007042,0.013954,0.014262,0.036398,0.014462,0.000283,0.019661,0.005943,0.015470,0.044997,0.012854,0.018584,0.063621,0.000657,0.008900,0.561992,0.167371,0.199130,0.162352,0.282363,0.155030,0.228361,0.172773,0.194334,0.157570,0.159467,0.187387,0.171832,0.004334,0.022201,0.001119,0.007210,0.003753,0.008573,0.014002,0.008135,0.006420,0.012861,0.004619,0.000181,0.003961,sigxordia
0.049914,0.018136,3.258619,0.104807,0.151788,0.231647,0.000843,0.066062,-24.839002,1.939930,-1.021499,0.088925,-0.685418,-0.035080,-0.110460,-0.540039,-0.553588,0.073300,0.200807,-0.142018,-0.037698,0.001240,0.028811,0.021774,0.002972,0.013225,0.004637,0.025796,0.018968,0.034010,0.009732,0.009558,0.000693,0.016610,0.010819,0.013036,0.034226,0.015813,0.018877,0.096625,0.000505,0.010904,0.953104,0.429438,0.270490,0.211324,0.240747,0.209519,0.195573,0.260253,0.266482,0.172760,0.163622,0.163970,0.136227,0.001056,0.014768,0.015695,0.002213,0.004168,0.006247,0.012639,0.013889,0.019670,0.008778,0.002894,0.000375,0.003958,sigxordia
0.049333,0.008719,3.255295,0.115845,0.158924,0.232275,0.000940,0.066934,-25.874026,1.900474,-0.675095,-0.060510,-0.226670,0.129833,-0.427618,-0.177230,0.046339,0.316652,-0.087545,-0.335713,-0.205637,0.002408,0.001385,0.001302,0.027521,0.002368,0.002302,0.003280,0.002686,0.070230,0.054261,0.042371,0.004213,0.028260,0.009310,0.009378,0.042368,0.015661,0.017837,0.111786,0.000649,0.011338,1.193295,0.294803,0.268182,0.212803,0.222055,0.319320,0.201779,0.255470,0.274357,0.265297,0.213255,0.251431,0.193113,0.001411,0.001077,0.001328,0.019887,0.002718,0.003266,0.004487,0.002710,0.038454,0.025991,0.022002,0.002501,0.005272,sigxordia
0.040735,0.009660,3.253225,0.104153,0.152992,0.255796,0.001501,0.056711,-25.747214,2.235184,-1.020015,-0.391083,-0.632350,-0.300638,-0.213806,-0.445377,-0.063297,0.163759,-0.129712,-0.345504,-0.136892,0.012657,0.014855,0.001457,0.003907,0.038730,0.008842,0.002840,0.002445,0.002723,0.031531,0.016893,0.007431,0.014450,0.005902,0.008987,0.048575,0.012653,0.018640,0.082384,0.000593,0.010053,0.786545,0.213841,0.240546,0.176117,0.231664,0.198549,0.168292,0.107383,0.164726,0.129404,0.175569,0.178862,0.155986,0.004735,0.006055,0.000758,0.001589,0.017936,0.010157,0.002871,0.001200,0.001791,0.015941,0.005165,0.003366,0.004014,sigxordia
0.055015,0.009723,3.243618,0.117674,0.157845,0.355592,0.000851,0.080269,-25.701069,1.439142,-0.657435,0.215779,-0.445579,-0.429532,-0.835162,-0.334312,-0.142081,-0.395841,-0.571029,-0.230054,0.361009,0.003887,0.005418,0.007898,0.042070,0.004560,0.008554,0.036118,0.017345,0.001999,0.004731,0.002239,0.073132,0.027128,0.010098,0.010571,0.083164,0.019356,0.022208,0.135856,0.000707,0.024396,1.327709,0.253956,0.302084,0.286885,0.249391,0.287026,0.189963,0.232672,0.214247,0.303450,0.337879,0.210616,0.294792,0.002547,0.003455,0.003393,0.016175,0.005684,0.015796,0.025802,0.014180,0.002878,0.006809,0.001567,0.050689,0.009182,sigxordia
0.044167,0.015797,3.276726,0.102923,0.156263,0.292057,0.001050,0.061162,-25.153089,1.906585,-1.161461,-0.057919,-0.503617,-0.561372,-0.715421,0.031514,-0.114987,-0.260699,-0.325677,-0.088077,0.088968,0.056268,0.026386,0.011540,0.009275,0.004800,0.002205,0.002487,0.014530,0.045356,0.002724,0.004488,0.000963,0.021279,0.005293,0.016073,0.037634,0.019410,0.029083,0.100601,0.000562,0.013326,1.138277,0.334957,0.376625,0.311346,0.255499,0.338211,0.275498,0.245373,0.203544,0.218615,0.256036,0.234672,0.224020,0.027990,0.017579,0.005589,0.006937,0.005409,0.002271,0.002008,0.005306,0.025965,0.002095,0.001319,0.000697,0.007936,sigxordia
0.034333,0.011231,3.222634,0.107064,0.167146,0.145384,0.001771,0.047637,-27.394717,1.683242,-1.109271,-0.452381,-0.874768,-0.165282,-0.039683,0.115414,-0.259813,-0.354275,-0.229860,0.070040,0.147685,0.003264,0.026126,0.024104,0.009814,0.034981,0.005064,0.001936,0.001749,0.018999,0.028969,0.001441,0.000760,0.018617,0.005872,0.012454,0.076666,0.012118,0.017546,0.058663,0.001016,0.008991,1.094000,0.377659,0.334669,0.218124,0.276847,0.186351,0.239244,0.190986,0.200006,0.192399,0.191223,0.195828,0.155636,0.002000,0.011547,0.012447,0.007426,0.018028,0.007610,0.002000,0.001270,0.012509,0.014638,0.000895,0.000453,0.004298,sigxordia
0.043321,0.010935,3.240834,0.108839,0.159671,0.191237,0.001591,0.060019,-25.903602,1.629697,-1.194421,-0.404138,-0.915663,-0.417250,-0.336518,0.232561,-0.128407,0.297297,0.132068,-0.094050,0.071648,0.001402,0.001631,0.001189,0.024904,0.006150,0.008269,0.010394,0.007786,0.001658,0.002431,0.122537,0.027395,0.036965,0.010500,0.012172,0.127769,0.019337,0.024027,0.101648,0.001650,0.016448,1.091656,0.451323,0.341119,0.293924,0.249995,0.310283,0.241816,0.213513,0.305887,0.267918,0.194958,0.206222,0.215298,0.000732,0.000855,0.001618,0.018133,0.014023,0.009759,0.011657,0.013243,0.002544,0.002508,0.056687,0.014686,0.011453,sigxordia
0.050827,0.012876,3.246147,0.103139,0.148400,0.239681,0.001014,0.070786,-26.498525,1.151010,-1.437302,-0.260219,-0.738910,-0.362973,0.032481,0.356876,0.305868,-0.620055,0.012776,-0.080669,0.209534,0.000865,0.002019,0.001295,0.058524,0.007439,0.003575,0.013346,0.008448,0.000781,0.000985,0.002899,0.027730,0.020037,0.012614,0.014795,0.089093,0.015023,0.022694,0.121726,0.000786,0.020278,1.681209,0.549350,0.370693,0.243133,0.252969,0.179129,0.231760,0.247666,0.304532,0.245541,0.246977,0.226278,0.186404,0.000820,0.000896,0.000649,0.020378,0.015613,0.007285,0.011853,0.016350,0.001590,0.001417,0.001649,0.017434,0.005669,sigxordia
0.036754,0.014229,3.249820,0.092847,0.153265,0.145729,0.001173,0.051374,-25.033760,2.271599,-1.033479,-0.057791,-0.299038,-0.056761,-0.405359,-0.507493,-0.398545,-0.202581,-0.115642,-0.024288,-0.086695,0.001070,0.024389,0.009311,0.049481,0.006187,0.005886,0.028808,0.017526,0.002317,0.029955,0.012729,0.000966,0.019262,0.007023,0.012791,0.075209,0.022698,0.029007,0.071851,0.000746,0.008578,1.205773,0.375861,0.364582,0.186910,0.287553,0.255321,0.173901,0.160298,0.170626,0.170408,0.148699,0.238836,0.166886,0.000647,0.011758,0.004217,0.016941,0.005244,0.012249,0.009133,0.024430,0.001330,0.022226,0.004064,0.000604,0.004357,sigxordia
0.044212,0.008106,3.285389,0.096507,0.152972,0.122867,0.001485,0.061736,-27.058389,2.222475,-0.715810,0.077786,-0.364808,0.339521,-0.049426,-0.806273,-0.305625,0.322687,0.073982,-0.147908,0.074616,0.001845,0.001332,0.000873,0.010042,0.027153,0.014271,0.003347,0.002650,0.119560,0.030386,0.009335,0.009429,0.035358,0.007268,0.010444,0.027999,0.017376,0.022367,0.058781,0.000477,0.012403,0.913766,0.374616,0.172043,0.161670,0.233341,0.198236,0.206859,0.221525,0.146922,0.173667,0.163992,0.218964,0.147562,0.001265,0.000937,0.000772,0.008930,0.013572,0.013530,0.002207,0.001865,0.043192,0.012130,0.003118,0.004275,0.009871,sigxordia
0.044930,0.011832,3.163068,0.099309,0.148415,0.230493,0.002065,0.060152,-26.535474,2.386231,-0.399449,0.192148,-0.176618,-0.196196,0.412444,-0.049001,-0.851481,-0.111518,0.035910,-0.272796,-0.268450,0.016801,0.030321,0.012759,0.023486,0.004593,0.041137,0.016005,0.022720,0.009389,0.036758,0.018037,0.000466,0.019830,0.019075,0.013560,0.088884,0.026327,0.024994,0.195587,0.001187,0.033113,1.149183,0.444458,0.247991,0.250545,0.254473,0.252548,0.302895,0.241349,0.240695,0.255754,0.193939,0.203365,0.181366,0.009291,0.011634,0.013764,0.013979,0.004102,0.027914,0.015572,0.011665,0.005862,0.016610,0.008433,0.000304,0.006423,sigxordia
0.043684,0.021018,3.251148,0.100939,0.152600,0.171834,0.001080,0.055672,-25.501087,1.755315,-1.406746,-0.052239,-0.811983,-0.503430,-0.379121,-0.230315,0.004125,0.689472,-0.062369,-0.685135,-0.134691,0.002750,0.006057,0.003548,0.001239,0.001084,0.020819,0.007763,0.009581,0.012926,0.001631,0.097037,0.022448,0.030344,0.008083,0.022171,0.063817,0.019711,0.027705,0.073976,0.000757,0.009867,1.355969,0.418236,0.359226,0.254185,0.193257,0.221459,0.187407,0.205178,0.268134,0.187901,0.180655,0.158145,0.151242,0.002595,0.003703,0.003890,0.001675,0.001513,0.018179,0.011604,0.016532,0.006837,0.001172,0.038989,0.012145,0.007373,sigxordia
0.038316,0.015343,3.243153,0.088941,0.142999,0.198559,0.001067,0.055457,-25.222227,2.206038,-1.165500,-0.263661,-0.679447,-0.320870,-0.557072,-0.132990,0.033302,0.237518,-0.582709,-0.494843,-0.156559,0.039978,0.056779,0.003273,0.014636,0.003938,0.002228,0.001962,0.004323,0.043245,0.057583,0.005855,0.001129,0.024038,0.007010,0.012453,0.048362,0.017705,0.023670,0.103264,0.000631,0.014638,1.307384,0.259427,0.311414,0.222258,0.264680,0.206164,0.235432,0.208419,0.201193,0.213057,0.170364,0.189220,0.119307,0.017477,0.010503,0.001226,0.011323,0.005338,0.003761,0.003695,0.001583,0.010817,0.015893,0.002307,0.000462,0.002194,sigxordia
0.037450,0.011912,3.248566,0.092533,0.148603,0.140410,0.001312,0.049987,-25.530839,2.418415,-0.954293,0.172916,-0.185216,-0.095260,-0.559378,-0.648535,-0.395464,0.034915,-0.139171,-0.119718,0.006663,0.001950,0.002020,0.011559,0.035590,0.003570,0.009080,0.003345,0.017786,0.043105,0.070895,0.006566,0.002789,0.025156,0.006190,0.011259,0.054447,0.016516,0.023596,0.060234,0.001222,0.010354,1.278988,0.290141,0.292845,0.157797,0.166131,0.214802,0.168429,0.228484,0.204254,0.200603,0.168686,0.177058,0.162531,0.001037,0.000979,0.005772,0.021512,0.003171,0.009244,0.003887,0.016294,0.025174,0.020793,0.004189,0.001450,0.004508,sigxordia
0.032172,0.013591,3.247147,0.096741,0.158214,0.156678,0.001046,0.031595,-27.395305,2.116536,-0.885616,-0.588282,-0.543376,0.107026,0.267870,-0.289386,-0.622564,-0.474663,-0.612581,0.089988,0.303354,0.002689,0.008914,0.044176,0.005694,0.112808,0.015361,0.007534,0.001804,0.012031,0.001213,0.001098,0.003333,0.032694,0.003248,0.019368,0.059407,0.014498,0.017707,0.058740,0.000735,0.006075,1.717974,0.261257,0.374842,0.207954,0.241353,0.280161,0.308356,0.122794,0.222909,0.191673,0.216111,0.183834,0.240462,0.003874,0.009153,0.011467,0.002913,0.016883,0.015157,0.007317,0.001519,0.009953,0.001519,0.000718,0.001611,0.003736,sigxordia
0.042540,0.013359,3.274140,0.094541,0.146788,0.145916,0.000721,0.067926,-25.820112,2.141463,-0.849854,-0.133194,-0.633746,0.411836,-0.166989,-0.354690,-0.041249,0.202725,-0.173192,-0.512312,0.152800,0.001501,0.001228,0.001515,0.050520,0.005837,0.002711,0.003137,0.001983,0.069245,0.037859,0.036695,0.001773,0.026605,0.009251,0.009571,0.031703,0.018138,0.021175,0.092849,0.000466,0.009399,0.999098,0.312271,0.236776,0.215812,0.216999,0.272105,0.212930,0.167716,0.208913,0.222593,0.203323,0.200665,0.173463,0.001040,0.000881,0.001176,0.021402,0.003453,0.004615,0.002444,0.001833,0.028189,0.016093,0.012735,0.001063,0.004437,sigxordia
0.040398,0.011276,3.272238,0.104600,0.151730,0.187055,0.001167,0.053147,-26.853986,1.738766,-1.349389,-0.141325,-0.527286,0.031451,-0.200536,-0.494687,-0.588974,0.015596,0.029537,-0.253075,0.185555,0.003329,0.002379,0.002515,0.002023,0.008283,0.132873,0.010703,0.001588,0.007336,0.001165,0.035452,0.003587,0.037823,0.007271,0.011846,0.053530,0.015970,0.019186,0.066994,0.000799,0.008733,1.060794,0.326371,0.303954,0.307625,0.256329,0.317075,0.298037,0.201178,0.207136,0.172238,0.208171,0.165797,0.124396,0.002522,0.003005,0.002964,0.001547,0.009224,0.038634,0.012063,0.001492,0.005642,0.001503,0.019932,0.002448,0.008473,sigxordia
0.043376,0.018118,3.254477,0.108676,0.156775,0.270286,0.001023,0.060771,-24.590675,1.944754,-0.709820,-0.122335,-0.567777,-0.607604,-0.848430,-0.265867,-0.113993,-0.081840,-0.095289,-0.149944,-0.057866,0.025798,0.027598,0.005652,0.008322,0.005764,0.004047,0.005931,0.028941,0.068261,0.004356,0.009845,0.001044,0.022488,0.010581,0.015600,0.077385,0.018872,0.024767,0.133463,0.000839,0.014708,0.986807,0.289551,0.314048,0.248135,0.197270,0.323189,0.282271,0.245582,0.245151,0.194282,0.232466,0.218357,0.197326,0.014743,0.017348,0.003012,0.011758,0.006719,0.005515,0.007622,0.017516,0.032511,0.002088,0.003667,0.000724,0.006810,sigxordia
0.081620,0.014350,3.174372,0.140084,0.149335,0.701560,0.001478,0.117297,-27.049951,0.762733,-0.225326,-0.181776,-0.461061,-0.238094,-0.747492,0.141478,-0.015756,0.364807,-0.035111,-0.362347,-0.151038,0.027891,0.028600,0.007864,0.010502,0.001831,0.006111,0.003543,0.006985,0.031739,0.025603,0.001328,0.001214,0.018182,0.022066,0.012348,0.126540,0.027197,0.020240,0.296399,0.001112,0.049706,1.383026,0.699997,0.558389,0.413229,0.282734,0.314756,0.363401,0.285632,0.298074,0.285460,0.323371,0.283543,0.185432,0.021310,0.018117,0.007325,0.006729,0.002278,0.010128,0.007428,0.009160,0.029257,0.018915,0.000642,0.000849,0.006477,sigxordia
0.037218,0.014295,3.242851,0.101767,0.160678,0.168670,0.001396,0.047256,-27.360973,1.798562,-1.901482,-0.914615,-0.574366,0.262586,0.633227,0.279797,-0.249986,-0.028827,0.222304,-0.073727,-0.072015,0.000934,0.002088,0.000484,0.001167,0.002202,0.105401,0.007388,0.001773,0.000830,0.000776,0.001130,0.005408,0.028900,0.009215,0.012187,0.045709,0.018128,0.022645,0.118529,0.000839,0.019632,1.209184,0.512293,0.437361,0.310071,0.177638,0.222881,0.220090,0.282692,0.207762,0.156780,0.185797,0.197606,0.134497,0.000624,0.001320,0.000301,0.000628,0.001282,0.027767,0.008748,0.001271,0.001066,0.001000,0.001958,0.002941,0.007698,sigxordia
0.032459,0.009938,3.270165,0.098226,0.161916,0.154380,0.001063,0.047486,-26.426074,2.613561,-0.318156,0.072422,-0.410511,-0.359016,-0.342012,-0.430927,-0.647269,-0.314373,-0.190032,0.084543,0.136312,0.001719,0.003165,0.004932,0.014655,0.055159,0.110423,0.009314,0.004011,0.029941,0.017400,0.006534,0.005305,0.034168,0.007666,0.009602,0.036842,0.021001,0.025682,0.073217,0.000581,0.012342,1.007613,0.352811,0.198687,0.189777,0.230500,0.238694,0.202321,0.174698,0.178908,0.178059,0.219031,0.197687,0.184971,0.001265,0.002648,0.004018,0.007465,0.011871,0.022521,0.002418,0.002471,0.021361,0.013644,0.004377,0.003654,0.004277,sigxordia
0.035508,0.006749,3.215184,0.086934,0.148123,0.175730,0.001471,0.050740,-27.172773,2.599896,-0.447395,0.214398,-0.113456,-0.187075,0.559870,0.000912,-0.785793,-0.114990,-0.069784,-0.391166,-0.194153,0.026434,0.044030,0.002144,0.014158,0.002394,0.036382,0.008772,0.025537,0.012187,0.042067,0.023686,0.000481,0.018859,0.007565,0.008266,0.056756,0.019752,0.027825,0.081434,0.000810,0.013801,0.908589,0.342941,0.209427,0.200331,0.222358,0.276430,0.202843,0.216686,0.238860,0.170297,0.199989,0.209904,0.147625,0.010879,0.013111,0.001411,0.003574,0.001738,0.022725,0.007165,0.010996,0.006169,0.013275,0.006068,0.000315,0.005155,sigxordia
0.043814,0.016545,3.253546,0.102888,0.149871,0.265485,0.001048,0.060902,-25.395493,1.807140,-0.605206,-0.288446,-0.347258,-0.614639,-0.279715,-0.363070,-0.222037,-0.559058,-0.519837,-0.094109,0.213046,0.001829,0.015413,0.013588,0.077458,0.002842,0.004647,0.021260,0.022887,0.001867,0.009295,0.002019,0.001906,0.024637,0.009315,0.013377,0.049382,0.017929,0.025029,0.097903,0.000725,0.015289,1.012227,0.407483,0.279992,0.303215,0.324443,0.291058,0.295296,0.291453,0.254492,0.196640,0.246063,0.193648,0.225316,0.001376,0.013249,0.005109,0.040448,0.002546,0.009641,0.014890,0.020161,0.001590,0.008609,0.001510,0.001040,0.009277,sigxordia
0.036169,0.034324,3.261656,0.088523,0.144798,0.103392,0.001535,0.036596,-24.202519,2.741160,-1.181344,-0.365796,0.139791,0.262870,-0.013980,-0.685943,-0.326441,0.124780,0.318002,-0.296195,-0.238069,0.002796,0.001740,0.001109,0.004479,0.064703,0.008017,0.009778,0.004062,0.098760,0.022693,0.008095,0.002711,0.033002,0.003807,0.023054,0.025837,0.018926,0.030591,0.029953,0.000722,0.006991,0.873838,0.237620,0.234081,0.161602,0.237543,0.148300,0.294352,0.177328,0.161139,0.177841,0.149113,0.202396,0.160975,0.002212,0.001095,0.001207,0.002882,0.030110,0.007800,0.004675,0.001724,0.041708,0.012480,0.003530,0.001362,0.006101,sigxordia
0.032281,0.024455,3.251995,0.096603,0.157064,0.114403,0.001549,0.034658,-24.732541,2.671360,-0.927236,-0.467771,0.023564,0.230516,-0.110194,-0.547506,-0.468526,0.083504,0.572365,-0.268649,-0.214808,0.002914,0.001719,0.000907,0.006786,0.072182,0.009156,0.010069,0.003612,0.078355,0.034771,0.008226,0.001118,0.031472,0.003701,0.015860,0.045755,0.016453,0.025495,0.022865,0.000786,0.003657,0.714214,0.167625,0.233672,0.181892,0.213875,0.183604,0.134156,0.163029,0.163587,0.135477,0.146238,0.159345,0.140511,0.002546,0.001632,0.001096,0.005084,0.024139,0.011028,0.005006,0.001655,0.037854,0.018842,0.004535,0.000865,0.004845,sigxordia
0.053180,0.034754,3.258441,0.120893,0.177304,0.130383,0.001705,0.055117,-23.711615,1.477779,-1.287594,0.591559,-0.118017,-0.322057,0.101172,-0.038864,-1.139028,-0.767800,-0.020457,-0.302408,0.210518,0.008309,0.011705,0.001736,0.028597,0.014682,0.050916,0.023702,0.003135,0.000757,0.002581,0.015204,0.001017,0.018413,0.004720,0.013291,0.070518,0.009500,0.014867,0.057748,0.000762,0.004656,0.474883,0.234145,0.214424,0.134041,0.125994,0.078023,0.222294,0.157565,0.136373,0.142617,0.151911,0.128608,0.138498,0.003155,0.002857,0.001126,0.012537,0.014875,0.010666,0.011675,0.003425,0.001173,0.003791,0.007046,0.001281,0.003327,sigxordia
0.040147,0.026014,3.165875,0.088614,0.133387,0.158444,0.001622,0.043308,-25.142350,1.909500,-1.225959,-0.309944,0.171123,-0.379402,-0.202907,-0.464985,-0.659663,0.315349,0.480739,-0.373864,-0.572893,0.006441,0.022740,0.000997,0.019418,0.002073,0.025045,0.003843,0.003147,0.142567,0.039889,0.000978,0.000440,0.043063,0.006460,0.019464,0.103555,0.011290,0.018742,0.071033,0.001335,0.010168,0.815723,0.306512,0.275271,0.225517,0.183151,0.151360,0.144628,0.201883,0.150460,0.132408,0.255624,0.158447,0.165701,0.003697,0.018684,0.001265,0.012916,0.003775,0.018574,0.008932,0.002814,0.057850,0.011720,0.000871,0.000634,0.011356,sigxordia
0.036711,0.028573,3.269212,0.087240,0.131529,0.135258,0.000910,0.043602,-24.104626,1.880361,-1.165204,0.029689,0.317930,0.566863,-0.120521,-0.242467,-0.594759,-0.693048,0.081812,-0.247581,-0.243878,0.001461,0.003145,0.004980,0.009503,0.058016,0.009270,0.002510,0.003220,0.138486,0.014518,0.007172,0.006966,0.042337,0.004548,0.022662,0.073160,0.013913,0.025515,0.050678,0.000811,0.008774,0.620227,0.305222,0.290097,0.173633,0.211101,0.285982,0.250322,0.177925,0.185690,0.220059,0.157763,0.196472,0.129291,0.000959,0.002079,0.004302,0.009188,0.021751,0.013507,0.003508,0.003857,0.031327,0.010515,0.003863,0.002889,0.005212,sigxordia
0.041361,0.054675,3.235610,0.102674,0.148795,0.210106,0.001718,0.042570,-22.767832,2.485025,-0.693782,-0.190524,0.328703,0.108549,-0.657411,-0.116488,-0.362651,-0.260754,0.140153,-0.454949,-0.292522,0.007618,0.015969,0.003039,0.038066,0.008008,0.004450,0.003152,0.009477,0.102405,0.034096,0.022158,0.000548,0.031779,0.008613,0.027614,0.071193,0.011993,0.019395,0.067837,0.001046,0.006359,0.872148,0.425888,0.378428,0.166673,0.339134,0.318913,0.243073,0.229792,0.153761,0.145305,0.274978,0.220880,0.170666,0.009617,0.019017,0.003154,0.020471,0.009912,0.005991,0.004115,0.009806,0.055922,0.019035,0.015904,0.000369,0.011759,sigxordia
0.040428,0.059012,3.265927,0.108237,0.159355,0.199083,0.001542,0.041390,-22.618536,2.419858,-0.686802,-0.294640,0.088092,0.354842,-0.613522,-0.205947,-0.471814,-0.325115,0.047229,-0.388307,-0.113025,0.005080,0.008213,0.002646,0.080836,0.014533,0.003917,0.001696,0.006869,0.070835,0.030198,0.012935,0.000474,0.032022,0.005254,0.037832,0.048018,0.020223,0.026497,0.087072,0.000760,0.006846,0.961405,0.240369,0.247509,0.250238,0.199424,0.213629,0.210358,0.255778,0.168223,0.235820,0.238329,0.217494,0.184479,0.007086,0.008844,0.001773,0.046980,0.015576,0.003530,0.001434,0.005593,0.041487,0.015348,0.009352,0.000267,0.007262,sigxordia
